ID,Name,Code,OEM Brand,OEM Group,POM,To (Country),To (Region),Sales Rep,Product,Sales,Source Lat,Source Lng,Target Lat,Target Lng,Address
30,현대모비스(주) 창원공장,300001,Kia,Hyundai Family,Daehap Plant,South Korea,Asia,DS Lee,MASTER CYLINDER,0.0020766,35.592007,128.44714,35.203046,128.674331,"성산패총로 87, 경상남도 창원시 성산구"
31,현대모비스(주) 창원공장,300001,Hyundai,Hyundai Family,Changwon Plant,South Korea,Asia,DS Lee,MASTER CYLINDER,0,35.203168,128.669741,35.203046,128.674331,"성산패총로 87, 경상남도 창원시 성산구"
32,현대모비스(주) 창원공장,300001,Hyundai,Hyundai Family,Daehap Plant,South Korea,Asia,DS Lee,MASTER CYLINDER,0.0015102,35.592007,128.44714,35.203046,128.674331,"성산패총로 87, 경상남도 창원시 성산구"
33,현대모비스(주) 창원공장,300001,Hyundai,Hyundai Family,Daehap Plant,South Korea,Asia,DS Lee,MASTER CYLINDER,1.509,35.592007,128.44714,35.203046,128.674331,"성산패총로 87, 경상남도 창원시 성산구"
34,현대모비스(주) 창원공장,300001,Hyundai,Hyundai Family,Daehap Plant,South Korea,Asia,DS Lee,MASTER CYLINDER,0,35.592007,128.44714,35.203046,128.674331,"성산패총로 87, 경상남도 창원시 성산구"
35,현대모비스(주) 창원공장,300001,Hyundai,Hyundai Family,Daehap Plant,South Korea,Asia,DS Lee,MASTER CYLINDER,16.5176,35.592007,128.44714,35.203046,128.674331,"성산패총로 87, 경상남도 창원시 성산구"
36,현대모비스(주) 창원공장,300001,Hyundai,Hyundai Family,Daehap Plant,South Korea,Asia,DS Lee,MASTER CYLINDER,0.44754,35.592007,128.44714,35.203046,128.674331,"성산패총로 87, 경상남도 창원시 성산구"
37,현대모비스(주) 창원공장,300001,Hyundai,Hyundai Family,Daehap Plant,South Korea,Asia,DS Lee,MASTER CYLINDER,18.0444,35.592007,128.44714,35.203046,128.674331,"성산패총로 87, 경상남도 창원시 성산구"
38,현대모비스(주) 창원공장,300001,Hyundai,Hyundai Family,Daehap Plant,South Korea,Asia,DS Lee,MASTER CYLINDER,0,35.592007,128.44714,35.203046,128.674331,"성산패총로 87, 경상남도 창원시 성산구"
39,현대모비스(주) 창원공장,300001,Hyundai,Hyundai Family,Daehap Plant,South Korea,Asia,DS Lee,MASTER CYLINDER,3.1644,35.592007,128.44714,35.203046,128.674331,"성산패총로 87, 경상남도 창원시 성산구"
40,현대모비스(주) 창원공장,300001,Kia,Hyundai Family,Daehap Plant,South Korea,Asia,DS Lee,MASTER CYLINDER,0,35.592007,128.44714,35.203046,128.674331,"성산패총로 87, 경상남도 창원시 성산구"
41,현대모비스(주) 창원공장,300001,Kia,Hyundai Family,Daehap Plant,South Korea,Asia,DS Lee,MASTER CYLINDER,0.11259,35.592007,128.44714,35.203046,128.674331,"성산패총로 87, 경상남도 창원시 성산구"
42,현대모비스(주) 창원공장,300001,Kia,Hyundai Family,Daehap Plant,South Korea,Asia,DS Lee,MASTER CYLINDER,0,35.592007,128.44714,35.203046,128.674331,"성산패총로 87, 경상남도 창원시 성산구"
43,현대모비스(주) 창원공장,300001,Kia,Hyundai Family,Daehap Plant,South Korea,Asia,DS Lee,MASTER CYLINDER,9.0072,35.592007,128.44714,35.203046,128.674331,"성산패총로 87, 경상남도 창원시 성산구"
44,현대모비스(주) 창원공장,300001,Kia,Hyundai Family,Daehap Plant,South Korea,Asia,DS Lee,MASTER CYLINDER,0.0024075,35.592007,128.44714,35.203046,128.674331,"성산패총로 87, 경상남도 창원시 성산구"
45,현대모비스(주) 창원공장,300001,Kia,Hyundai Family,Daehap Plant,South Korea,Asia,DS Lee,MASTER CYLINDER,0.12375,35.592007,128.44714,35.203046,128.674331,"성산패총로 87, 경상남도 창원시 성산구"
46,현대모비스(주) 창원공장,300001,Kia,Hyundai Family,Daehap Plant,South Korea,Asia,DS Lee,MASTER CYLINDER,1.815,35.592007,128.44714,35.203046,128.674331,"성산패총로 87, 경상남도 창원시 성산구"
47,현대모비스(주) 창원공장,300001,Hyundai,Hyundai Family,Daehap Plant,South Korea,Asia,DS Lee,MASTER CYLINDER,0,35.592007,128.44714,35.203046,128.674331,"성산패총로 87, 경상남도 창원시 성산구"
48,현대모비스(주) 창원공장,300001,Hyundai,Hyundai Family,Daehap Plant,South Korea,Asia,DS Lee,MASTER CYLINDER,0.4881,35.592007,128.44714,35.203046,128.674331,"성산패총로 87, 경상남도 창원시 성산구"
49,현대모비스(주) 창원공장,300001,Hyundai,Hyundai Family,Daehap Plant,South Korea,Asia,DS Lee,MASTER CYLINDER,0.5696,35.592007,128.44714,35.203046,128.674331,"성산패총로 87, 경상남도 창원시 성산구"
50,현대모비스(주) 창원공장,300001,Hyundai,Hyundai Family,Daehap Plant,South Korea,Asia,DS Lee,MASTER CYLINDER,0.002136,35.592007,128.44714,35.203046,128.674331,"성산패총로 87, 경상남도 창원시 성산구"
51,현대모비스(주) 창원공장,300001,Hyundai,Hyundai Family,Daehap Plant,South Korea,Asia,DS Lee,MASTER CYLINDER,5.696,35.592007,128.44714,35.203046,128.674331,"성산패총로 87, 경상남도 창원시 성산구"
52,현대모비스(주) 창원공장,300001,Kia,Hyundai Family,Daehap Plant,South Korea,Asia,DS Lee,MASTER CYLINDER,0.07258,35.592007,128.44714,35.203046,128.674331,"성산패총로 87, 경상남도 창원시 성산구"
53,현대모비스(주) A/S 국내,300002,Hyundai,Hyundai Family,Masan Plant,South Korea,Asia,SJ Jung,ASSIST ARM,0.2655664,35.215888,128.592968,37.501593,127.034846,"테헤란로 203 (역삼동), 서울특별시 강남구"
54,현대모비스(주) A/S 국내,300002,Hyundai,Hyundai Family,Masan Plant,South Korea,Asia,SJ Jung,ASSIST ARM,0.117513,35.215888,128.592968,37.501593,127.034846,"테헤란로 203 (역삼동), 서울특별시 강남구"
55,현대모비스(주) A/S 국내,300002,Hyundai,Hyundai Family,Masan Plant,South Korea,Asia,SJ Jung,ASSIST ARM,0.111672,35.215888,128.592968,37.501593,127.034846,"테헤란로 203 (역삼동), 서울특별시 강남구"
56,현대모비스(주) A/S 국내,300002,Hyundai,Hyundai Family,Masan Plant,South Korea,Asia,SJ Jung,ASSIST ARM,0.31059735,35.215888,128.592968,37.501593,127.034846,"테헤란로 203 (역삼동), 서울특별시 강남구"
57,MODATEK SYSTEM-DIRECT,287504,Chevrolet,GM (General Motors),Changwon Plant,Canada,North America,young Lee,Etc.,0.15384,35.203168,128.669741,43.524016,280.080132,"400 CHISHOLM DRIVE, MILTON,ON"
58,현대모비스(주) A/S 국내,300002,Hyundai,Hyundai Family,Masan Plant,South Korea,Asia,SJ Jung,ASSIST ARM,1.95889056,35.215888,128.592968,37.501593,127.034846,"테헤란로 203 (역삼동), 서울특별시 강남구"
59,현대모비스(주) A/S 국내,300002,Hyundai,Hyundai Family,Yeongsan Plant,South Korea,Asia,SJ Jung,ASSIST ARM,0.05112255,35.447662,128.52357,37.501593,127.034846,"테헤란로 203 (역삼동), 서울특별시 강남구"
60,현대모비스(주) A/S 국내,300002,Hyundai,Hyundai Family,Masan Plant,South Korea,Asia,SJ Jung,ASSIST ARM,1.8593616,35.215888,128.592968,37.501593,127.034846,"테헤란로 203 (역삼동), 서울특별시 강남구"
61,현대모비스(주) A/S 국내,300002,Hyundai,Hyundai Family,Masan Plant,South Korea,Asia,SJ Jung,ASSIST ARM,2.63157327,35.215888,128.592968,37.501593,127.034846,"테헤란로 203 (역삼동), 서울특별시 강남구"
62,현대모비스(주) 울산1공장,300004,Hyundai,Hyundai Family,Masan Plant,South Korea,Asia,SJ Jung,ASSIST ARM,0.39487248,35.215888,128.592968,35.529532,129.395038,"염포로 706, 울산광역시 북구"
63,현대모비스(주) 울산1공장,300004,Hyundai,Hyundai Family,Masan Plant,South Korea,Asia,SJ Jung,ASSIST ARM,0,35.215888,128.592968,35.529532,129.395038,"염포로 706, 울산광역시 북구"
64,현대모비스(주) A/S 국내,300002,Kia,Hyundai Family,Masan Plant,South Korea,Asia,SJ Jung,ASSIST ARM,1.18926756,35.215888,128.592968,37.501593,127.034846,"테헤란로 203 (역삼동), 서울특별시 강남구"
65,현대모비스(주) A/S 국내,300002,Kia,Hyundai Family,Masan Plant,South Korea,Asia,SJ Jung,ASSIST ARM,0.48179896,35.215888,128.592968,37.501593,127.034846,"테헤란로 203 (역삼동), 서울특별시 강남구"
66,현대모비스(주) A/S 국내,300002,Hyundai,Hyundai Family,Masan Plant,South Korea,Asia,SJ Jung,ASSIST ARM,0.59362504,35.215888,128.592968,37.501593,127.034846,"테헤란로 203 (역삼동), 서울특별시 강남구"
67,현대모비스(주) A/S 국내,300002,Hyundai,Hyundai Family,Masan Plant,South Korea,Asia,SJ Jung,ASSIST ARM,0.2714532,35.215888,128.592968,37.501593,127.034846,"테헤란로 203 (역삼동), 서울특별시 강남구"
68,현대모비스(주) A/S 국내,300002,Hyundai,Hyundai Family,Masan Plant,South Korea,Asia,SJ Jung,ASSIST ARM,0.05328148,35.215888,128.592968,37.501593,127.034846,"테헤란로 203 (역삼동), 서울특별시 강남구"
69,현대모비스(주) A/S 국내,300002,Hyundai,Hyundai Family,Masan Plant,South Korea,Asia,SJ Jung,ASSIST ARM,0.08115025,35.215888,128.592968,37.501593,127.034846,"테헤란로 203 (역삼동), 서울특별시 강남구"
70,현대모비스(주) A/S 국내,300002,Kia,Hyundai Family,Masan Plant,South Korea,Asia,SJ Jung,ASSIST ARM,0.50008266,35.215888,128.592968,37.501593,127.034846,"테헤란로 203 (역삼동), 서울특별시 강남구"
71,현대모비스(주) CKD,300003,Kia,Hyundai Family,Masan Plant,South Korea,Asia,SJ Jung,ASSIST ARM,0.006528,35.215888,128.592968,37.501593,127.034846,"테헤란로 203 (역삼동), 서울특별시 강남구"
72,현대모비스(주) A/S 국내,300002,Kia,Hyundai Family,Masan Plant,South Korea,Asia,SJ Jung,ASSIST ARM,0.1850451,35.215888,128.592968,37.501593,127.034846,"테헤란로 203 (역삼동), 서울특별시 강남구"
73,현대모비스(주) A/S 국내,300002,Hyundai,Hyundai Family,Masan Plant,South Korea,Asia,SJ Jung,ASSIST ARM,0.064144,35.215888,128.592968,37.501593,127.034846,"테헤란로 203 (역삼동), 서울특별시 강남구"
74,현대모비스(주) A/S 국내,300002,Hyundai,Hyundai Family,Masan Plant,South Korea,Asia,SJ Jung,ASSIST ARM,0.08914074,35.215888,128.592968,37.501593,127.034846,"테헤란로 203 (역삼동), 서울특별시 강남구"
75,현대모비스(주) A/S 국내,300002,Hyundai,Hyundai Family,Masan Plant,South Korea,Asia,SJ Jung,ASSIST ARM,0.08369205,35.215888,128.592968,37.501593,127.034846,"테헤란로 203 (역삼동), 서울특별시 강남구"
76,현대모비스(주) A/S 국내,300002,Hyundai,Hyundai Family,Masan Plant,South Korea,Asia,SJ Jung,ASSIST ARM,0.061623,35.215888,128.592968,37.501593,127.034846,"테헤란로 203 (역삼동), 서울특별시 강남구"
77,현대모비스(주) A/S 국내,300002,Hyundai-Kia,Hyundai Family,Masan Plant,South Korea,Asia,SJ Jung,ASSIST ARM,0.005555,35.215888,128.592968,37.501593,127.034846,"테헤란로 203 (역삼동), 서울특별시 강남구"
78,르노삼성자동차㈜ A/S,300022,Samsung,Samsung Family,Daehap Plant,South Korea,Asia,SH Shin,Etc.,0.00101,35.592007,128.44714,35.210983,128.98125,"신호동185번지, 부산광역시 강서구"
79,(주)체시스,100721,Chevrolet,Daewoo Family,Changwon Plant,South Korea,Asia,SH Shin,BJ,0.0258,35.203168,128.669741,35.873756,128.81888,"진량읍  일연로 528 (당곡리), 경상북도 경산시"
80,서진산업(주)광주공장,101939,Kia,Kia Family,Changwon Plant,South Korea,Asia,SH Shin,BJ,3.85221082,35.203168,128.669741,35.124813,126.76075,"평동산단3번로 121 (옥동), 광주광역시 광산구"
81,IROQUOIS(DIRECT),200035,Buick,GM (General Motors),Masan Plant,United States,North America,young Lee,BJ,0,35.215888,128.592968,42.48298,277.021277,"25101 GROESBECK HWY, WARREN MI"
82,현대모비스(주) A/S 국내,300002,Etc.,Hyundai Family,Yeongsan Plant,South Korea,Asia,DS Lee,BJ,1.00204,35.447662,128.52357,37.501593,127.034846,"테헤란로 203 (역삼동), 서울특별시 강남구"
83,현대모비스(주) A/S 국내,300002,Kia,Hyundai Family,Masan Plant,South Korea,Asia,DS Lee,BJ,1.17225,35.215888,128.592968,37.501593,127.034846,"테헤란로 203 (역삼동), 서울특별시 강남구"
84,현대모비스(주) A/S 국내,300002,Etc.,Hyundai Family,Yeongsan Plant,South Korea,Asia,DS Lee,BJ,0.246796,35.447662,128.52357,37.501593,127.034846,"테헤란로 203 (역삼동), 서울특별시 강남구"
85,현대모비스(주) A/S 국내,300002,Etc.,Hyundai Family,Yeongsan Plant,South Korea,Asia,DS Lee,BJ,0.24713,35.447662,128.52357,37.501593,127.034846,"테헤란로 203 (역삼동), 서울특별시 강남구"
86,아이아(주),102173,Etc.,Kia Family,Changwon Plant,South Korea,Asia,SH Shin,BJ,1.5712256,35.203168,128.669741,37.318077,126.81281,"성곡로 87 (성곡동), 경기도 안산시 단원구"
87,현대모비스(주) A/S 국내,300002,Etc.,Hyundai Family,Yeongsan Plant,South Korea,Asia,DS Lee,BJ,0.044844,35.447662,128.52357,37.501593,127.034846,"테헤란로 203 (역삼동), 서울특별시 강남구"
88,현대위아(주) 광주공장,300007,Etc.,Hyundai Family,Changwon Plant,South Korea,Asia,SH Shin,BJ,0.3641856,35.203168,128.669741,35.14087,126.79396,"하남산단 9번로110, 광주광역시 광산구"
89,서진산업(주)시화공장,101940,Kia,Kia Family,Yeongsan Plant,South Korea,Asia,SH Shin,BJ,0.003636,35.447662,128.52357,37.336902,126.736754,"공단1대로 296, 301호 (정왕동), 경기도 시흥시"
90,현대모비스(주) A/S 국내,300002,Kia,Hyundai Family,Yeongsan Plant,South Korea,Asia,DS Lee,BJ,0.0080385,35.447662,128.52357,37.501593,127.034846,"테헤란로 203 (역삼동), 서울특별시 강남구"
91,GESTAMP BRAZIL(DIRECT),200020,Chevrolet,GM (General Motors),Masan Plant,Brazil,South America,young Lee,BJ,0,35.215888,128.592968,-23.034664,314.373361,"Av. Eurico Ambrogi Santos, - 1.8, Taubate, Sao Paulo"
92,GM BRAZIL CCA,200057,Chevrolet,GM (General Motors),Masan Plant,Brazil,South America,young Lee,BJ,0,35.215888,128.592968,-23.433664,312.562411,"Av. Gen. Motors, 100, Sorocaba - SP, 18087-165, Brazil"
93,GESTAMP BRAZIL(DIRECT),200020,Chevrolet,GM (General Motors),Masan Plant,Brazil,South America,young Lee,BJ,0.222518,35.215888,128.592968,-23.034664,314.373361,"Av. Eurico Ambrogi Santos, - 1.8, Taubate, Sao Paulo"
94,GM BRAZIL CCA,200057,Chevrolet,GM (General Motors),Masan Plant,Brazil,South America,young Lee,BJ,0.027256,35.215888,128.592968,-23.433664,312.562411,"Av. Gen. Motors, 100, Sorocaba - SP, 18087-165, Brazil"
95,현대모비스(주) A/S 국내,300002,Etc.,Hyundai Family,Yeongsan Plant,South Korea,Asia,DS Lee,BJ,0.030025,35.447662,128.52357,37.501593,127.034846,"테헤란로 203 (역삼동), 서울특별시 강남구"
96,"한국지엠 (주) A/S(창원,군산,인천)",300020,Chevrolet,Daewoo Family,Yeongsan Plant,South Korea,Asia,SH Shin,BJ,0.0024016,35.447662,128.52357,35.199375,128.70218,"창원대로 1124, 경상남도 창원시 성산구"
97,"한국지엠 (주) A/S(창원,군산,인천)",300020,Chevrolet,Daewoo Family,Yeongsan Plant,South Korea,Asia,SH Shin,BJ,0.01777184,35.447662,128.52357,35.199375,128.70218,"창원대로 1124, 경상남도 창원시 성산구"
98,한국지엠(주),103255,Chevrolet,Daewoo Family,Changwon Plant,South Korea,Asia,SH Shin,BJ,0.034328,35.203168,128.669741,37.501519,126.721857,"부평대로 233 (청천동), 인천광역시 부평구"
99,"한국지엠 (주) A/S(창원,군산,인천)",300020,Chevrolet,Daewoo Family,Yeongsan Plant,South Korea,Asia,SH Shin,BJ,0.009021,35.447662,128.52357,35.199375,128.70218,"창원대로 1124, 경상남도 창원시 성산구"
100,서진산업(주)시화공장,101940,Etc.,Kia Family,Masan Plant,South Korea,Asia,SH Shin,BJ,0.3143312,35.215888,128.592968,37.336902,126.736754,"공단1대로 296, 301호 (정왕동), 경기도 시흥시"
101,현대모비스(주) A/S 국내,300002,Etc.,Hyundai Family,Masan Plant,South Korea,Asia,DS Lee,BJ,0.153175,35.215888,128.592968,37.501593,127.034846,"테헤란로 203 (역삼동), 서울특별시 강남구"
102,F&P AMERICA,200013,Buick,GM (General Motors),Changwon Plant,United States,North America,young Lee,BJ,0.068094,35.203168,128.669741,40.066942,275.751983,"2101 CORPORATE DR, TROY, OH"
103,IROQUOIS(DIRECT),200035,Chevrolet,GM (General Motors),Changwon Plant,United States,North America,young Lee,BJ,0.046071,35.203168,128.669741,42.48298,277.021277,"25101 GROESBECK HWY, WARREN MI"
104,GESTAMP BRAZIL(DIRECT),200020,Chevrolet,GM (General Motors),Masan Plant,Brazil,South America,young Lee,BJ,0,35.215888,128.592968,-23.034664,314.373361,"Av. Eurico Ambrogi Santos, - 1.8, Taubate, Sao Paulo"
105,GESTAMP BRAZIL(DIRECT),200020,Chevrolet,GM (General Motors),Masan Plant,Brazil,South America,young Lee,BJ,0.24494,35.215888,128.592968,-23.034664,314.373361,"Av. Eurico Ambrogi Santos, - 1.8, Taubate, Sao Paulo"
106,"Dynamic A Division of F&P Mfg.,",287417,GMC,Etc.,Changwon Plant,Canada,North America,young Lee,BJ,0.7566,35.203168,128.669741,43.353221,278.989496,"STRATFORD. ONTARIO N5A 7Y1, 275 WRIGHT BLVD.,"
107,"Dynamic A Division of F&P Mfg.,",287417,GMC,Etc.,Masan Plant,Canada,North America,young Lee,BJ,0.8988408,35.215888,128.592968,43.353221,278.989496,"STRATFORD. ONTARIO N5A 7Y1, 275 WRIGHT BLVD.,"
108,(주)체시스,100721,Chevrolet,Daewoo Family,Changwon Plant,South Korea,Asia,SH Shin,BJ,0.0780516,35.203168,128.669741,35.873756,128.81888,"진량읍  일연로 528 (당곡리), 경상북도 경산시"
109,POS-AUSTEM (CHINA),200036,Chevrolet,GM (General Motors),Changwon Plant,China,Asia,young Lee,BJ,0.411,35.203168,128.669741,31.386546,120.974759,"NO.1368 , FengXing Road, HuaQiao, KunShan City, JiangSu"
110,GM BRAZIL CCA,200057,Chevrolet,GM (General Motors),Changwon Plant,Brazil,South America,young Lee,BJ,0.6063,35.203168,128.669741,-23.433664,312.562411,"Av. Gen. Motors, 100, Sorocaba - SP, 18087-165, Brazil"
111,GM BRAZIL 4M,200094,Chevrolet,GM (General Motors),Changwon Plant,Brazil,South America,young Lee,BJ,1.1754,35.203168,128.669741,-23.438915,313.743493,"Av. General Motors, 1999 - Taboão, Mogi das Cruzes - SP, 08772-710, Brazil"
112,UZ-AUTO AUSTEM,200644,Chevrolet,GM (General Motors),Changwon Plant,Uzbekistan,North America,young Lee,BJ,14.6568,35.203168,128.669741,40.787308,72.34371,"170127. Uzbekistan, Andijan str. Boburshokh, 73, Uzbekistan, Andijan"
113,GM SPO Davison,203939,Chevrolet,GM (General Motors),Changwon Plant,United States,North America,young Lee,BJ,0.022698,35.203168,128.669741,43.029,276.367138,"Road Burton, MI 48509, 4134 Davison"
114,GM SPO Davison,203939,Chevrolet,GM (General Motors),Masan Plant,United States,North America,young Lee,BJ,0.0022698,35.215888,128.592968,43.029,276.367138,"Road Burton, MI 48509, 4134 Davison"
115,"한국지엠 (주) A/S(창원,군산,인천)",300020,Chevrolet,Daewoo Family,Changwon Plant,South Korea,Asia,SH Shin,BJ,0.19012968,35.203168,128.669741,35.199375,128.70218,"창원대로 1124, 경상남도 창원시 성산구"
116,"한국지엠 (주) A/S(창원,군산,인천)",300020,Chevrolet,Daewoo Family,Changwon Plant,South Korea,Asia,SH Shin,BJ,0.01857816,35.203168,128.669741,35.199375,128.70218,"창원대로 1124, 경상남도 창원시 성산구"
117,(주)디케이오스텍 창녕공장,102663,Samsung,Subsupplier,Masan Plant,South Korea,Asia,SH Shin,BJ,0.019812,35.215888,128.592968,35.500745,128.491744,"장마면 초곡길 235-24, 경상남도 창녕군"
118,(주)디케이오스텍 창녕공장,102663,Samsung,Subsupplier,Masan Plant,South Korea,Asia,SH Shin,BJ,0.0394056,35.215888,128.592968,35.500745,128.491744,"장마면 초곡길 235-24, 경상남도 창녕군"
119,(주)디케이오스텍,102662,Samsung,Subsupplier,Masan Plant,South Korea,Asia,SH Shin,BJ,1.530635,35.215888,128.592968,35.325009,129.194348,"정관읍 농공길 23 (달산리), 부산광역시 기장군"
120,(주)디케이오스텍 창녕공장,102663,Samsung,Subsupplier,Masan Plant,South Korea,Asia,SH Shin,BJ,0.120162,35.215888,128.592968,35.500745,128.491744,"장마면 초곡길 235-24, 경상남도 창녕군"
